id,state,gender,median_home_val,hvp1,pobc1,pobc2,avggift,target_d,median_household_income,ic2,ic3,ic4,ic5
21746,NC,female,481.0,0,0,75,10,10.0,162,204.0,212,247.0,10228
140632,NM,F,560.0,0,4,19,14,20.0,259,333.0,295,345.0,11660
20773,NC,M,475.0,1,1,74,4,5.0,136,186.0,201,245.0,8676
81006,WI,F,567.0,2,1,75,5,6.0,149,158.0,210,223.0,7817
135060,AZ,Female,1654.0,40,6,36,12,20.0,439,545.0,536,652.0,23572
86626,ND,M,799.0,2,1,79,3,6.0,325,400.0,421,506.0,17372
173039,CA,F,574.0,0,5,70,23,50.0,223,243.0,241,263.0,8735
105660,KS,M,430.0,0,1,75,9,5.0,236,333.0,314,388.0,13227
35935,FL,M,711.0,1,13,12,10,21.0,266,351.0,305,363.0,13120
31746,FL,M,576.0,0,1,61,8,6.0,326,326.0,353,339.0,11310
71491,MI,F,786.0,1,3,70,17,25.0,381,443.0,422,479.0,16368
188666,FL,M,710.0,6,2,44,14,25.0,387,446.0,442,494.0,15917
135016,AZ,Female,433.0,0,29,50,7,14.0,194,183.0,196,183.0,5088
175283,OR,F,1027.0,2,5,46,42,50.0,447,584.0,520,633.0,25039
69983,MI,M,475.0,0,1,91,7,11.0,239,295.0,291,319.0,10528
42291,FL,M,568.0,2,2,34,10,15.0,221,256.0,273,328.0,14886
160869,CA,M,1035.0,1,7,55,4,4.0,328,339.0,298,313.0,9472
28003,IL,F,1671.0,19,12,64,9,15.0,662,664.0,700,711.0,23530
104732,KS,F,605.0,0,3,34,6,10.0,306,335.0,343,362.0,14037
126035,TX,U,262.0,0,4,89,10,21.0,163,206.0,226,260.0,7587
29852,GA,M,593.0,0,2,62,9,17.0,301,341.0,316,361.0,11838
118091,TX,M,491.0,0,2,77,16,20.0,356,384.0,357,387.0,12961
8204,MI,F,301.0,0,0,92,13,10.0,205,208.0,246,256.0,8803
90947,IL,F,560.0,0,6,76,15,25.0,296,384.0,340,388.0,14237
144769,CA,U,5879.0,98,16,42,5,6.0,703,976.0,794,930.0,57390
6912,NV,F,617.0,1,8,40,12,15.0,168,202.0,239,259.0,9154
2464,TX,M,481.0,1,3,83,7,7.0,195,248.0,265,307.0,11476
71400,MI,M,602.0,0,1,87,8,15.0,336,366.0,363,391.0,12418
250,IL,F,469.0,1,2,77,10,15.0,222,241.0,257,304.0,10469
99325,MO,M,1191.0,1,3,58,10,10.0,440,536.0,515,575.0,20176
120461,TX,F,547.0,0,1,70,16,20.0,309,337.0,340,377.0,11973
185760,GA,,659.0,0,7,43,6,10.0,250,338.0,334,432.0,14914
133285,ID,F,466.0,0,1,48,25,30.0,205,242.0,242,265.0,10962
60526,IN,M,347.0,0,3,85,5,6.0,213,221.0,252,275.0,7915
26858,GA,M,871.0,2,6,37,11,15.0,408,426.0,452,476.0,16480
61488,IN,M,682.0,0,1,87,5,7.0,367,432.0,395,448.0,14194
182156,WA,F,987.0,2,3,52,22,27.0,393,408.0,420,427.0,13350
133925,ID,M,605.0,3,2,38,22,25.0,213,241.0,269,303.0,10788
115431,OK,M,389.0,0,0,71,4,5.0,177,218.0,211,248.0,7982
72366,MI,M,448.0,0,1,52,10,20.0,291,309.0,330,359.0,11662
32527,FL,F,786.0,1,5,26,3,3.0,352,371.0,384,423.0,16104
175974,OR,M,542.0,0,8,53,7,11.0,199,219.0,239,262.0,9349
96008,IL,F,300.0,0,2,84,4,5.0,87,163.0,134,185.0,7586
106610,NE,M,475.0,0,0,75,10,15.0,318,360.0,324,366.0,13159
80395,WI,F,902.0,0,2,77,15,50.0,477,507.0,500,517.0,15876
86225,SD,M,499.0,0,1,81,13,10.0,247,283.0,273,331.0,12213
43595,MI,M,684.0,0,1,79,5,6.0,461,523.0,503,543.0,17874
144812,CA,M,3608.0,96,28,35,80,50.0,336,462.0,421,526.0,19440
182480,WA,F,705.0,2,4,49,30,50.0,337,416.0,449,569.0,20987
135265,AZ,feamale,815.0,0,7,12,10,14.0,264,439.0,322,472.0,18423
84610,MN,F,780.0,0,4,69,3,4.0,477,485.0,488,507.0,16525
116533,TX,F,496.0,0,11,74,7,10.0,234,218.0,260,259.0,9429
29501,GA,U,510.0,1,0,76,17,21.0,276,338.0,305,347.0,10325
102351,MO,F,787.0,0,0,59,13,23.0,208,271.0,264,356.0,11107
136935,OK,F,454.0,0,3,63,9,15.0,312,311.0,302,306.0,9808
137833,AZ,M,762.0,0,6,21,22,25.0,375,396.0,418,437.0,14900
162392,CA,M,3839.0,98,19,46,11,20.0,683,669.0,706,729.0,26731
186713,CA,F,813.0,0,10,21,22,15.0,297,360.0,348,424.0,22764
12573,WA,F,1375.0,6,7,41,63,102.0,285,510.0,330,443.0,18247
112594,AR,M,704.0,2,1,70,9,15.0,222,374.0,295,461.0,18592
145123,CA,F,5743.0,99,9,47,4,5.0,564,812.0,708,903.0,44839
58374,KY,F,483.0,0,0,53,9,10.0,169,237.0,216,269.0,9809
108316,LA,M,1903.0,45,7,49,18,24.0,213,265.0,274,379.0,20833
71312,MI,F,497.0,0,1,92,3,3.0,350,364.0,357,384.0,11696
142241,NV,F,2368.0,68,7,40,13,30.0,578,827.0,723,833.0,27653
7238,IA,F,374.0,0,0,74,5,12.0,234,305.0,225,283.0,10539
132003,CO,F,508.0,0,1,61,5,8.0,240,303.0,377,427.0,14984
172220,CA,M,676.0,0,18,54,12,19.0,156,172.0,201,203.0,4877
189916,MI,M,805.0,0,6,78,21,5.0,382,506.0,421,507.0,17020
89358,IL,M,732.0,0,12,63,11,20.0,409,416.0,450,463.0,13763
82843,MN,F,737.0,0,5,76,5,5.0,302,383.0,357,445.0,14822
56124,MS,M,600.0,0,3,16,15,20.0,254,255.0,292,294.0,9800
75840,IA,M,686.0,0,3,64,12,20.0,356,449.0,408,492.0,19695
163220,CA,U,5829.0,99,16,24,11,26.0,585,987.0,691,977.0,52437
74615,MI,M,500.0,0,9,59,7,9.0,155,385.0,263,423.0,13674
45808,FL,F,877.0,3,7,15,8,10.0,332,380.0,392,432.0,16670
162593,CA,M,5954.0,99,17,57,9,14.0,1500,1500.0,1185,1263.0,68593
20237,NC,feamale,674.0,1,2,65,6,13.0,294,381.0,347,405.0,13120
54828,MS,feamale,338.0,0,0,90,7,5.0,158,195.0,197,227.0,6834
168589,OR,F,835.0,7,2,32,11,10.0,186,244.0,240,274.0,10045
168275,CA,U,3373.0,96,7,56,13,36.0,643,682.0,699,729.0,29018
175438,OR,,925.0,8,8,28,15,25.0,129,363.0,215,441.0,18634
68427,MI,,483.0,0,17,61,38,25.0,341,393.0,382,430.0,14629
89680,IL,F,1290.0,2,8,74,10,15.0,515,559.0,575,624.0,17626
132131,CO,F,613.0,0,0,50,14,25.0,129,207.0,168,244.0,8382
180175,WA,F,938.0,3,5,52,14,20.0,297,319.0,344,379.0,15721
85931,SD,U,246.0,0,0,86,6,6.0,256,269.0,276,297.0,9572
147305,CA,M,2741.0,77,4,50,12,15.0,618,609.0,586,558.0,21986
122404,TX,F,546.0,1,9,70,10,25.0,201,244.0,270,319.0,10633
27670,GA,M,894.0,2,9,35,11,25.0,423,481.0,452,509.0,19549
17791,NC,feamale,969.0,13,7,51,25,25.0,515,562.0,544,596.0,22008
113728,OK,M,493.0,0,4,61,15,15.0,244,305.0,273,337.0,12105
51846,TN,F,386.0,0,0,83,15,25.0,177,231.0,220,251.0,8524
51528,TN,F,472.0,0,0,64,6,5.0,257,303.0,284,337.0,13332
155642,CA,U,1034.0,2,20,44,9,12.0,176,249.0,222,295.0,10176
99497,MO,M,834.0,0,2,78,8,5.0,383,409.0,382,413.0,12532
95240,IL,M,604.0,0,5,63,10,11.0,344,385.0,339,391.0,12452
126639,TX,M,588.0,1,4,71,7,8.0,237,272.0,292,329.0,11033
15965,NC,M,429.0,0,1,75,3,5.0,232,259.0,253,286.0,9832
114321,OK,M,737.0,0,1,56,15,25.0,397,420.0,420,456.0,14451
132567,WY,F,985.0,3,1,40,15,20.0,413,453.0,449,478.0,16809
78312,WI,male,565.0,0,3,72,10,15.0,332,406.0,370,383.0,15523
188078,SC,M,1083.0,11,3,38,11,10.0,450,502.0,506,557.0,18815
102398,MO,F,442.0,0,1,53,5,12.0,213,210.0,274,259.0,14114
45116,FL,M,1642.0,26,5,9,4,5.0,522,551.0,611,651.0,28264
155921,CA,M,1483.0,27,4,50,14,25.0,306,333.0,382,416.0,17874
77196,WI,F,940.0,0,3,83,15,25.0,428,465.0,452,495.0,16556
10893,CA,,2012.0,51,10,36,15,20.0,225,316.0,294,374.0,16165
19621,NC,feamale,517.0,0,1,81,12,21.0,123,180.0,194,231.0,7025
149653,CA,F,1773.0,29,41,37,15,10.0,292,306.0,346,367.0,12551
159750,CA,M,946.0,15,5,63,6,9.0,382,436.0,465,524.0,18560
136269,AZ,feamale,1149.0,12,3,27,8,15.0,563,566.0,598,606.0,18764
108029,LA,M,729.0,3,1,92,4,5.0,407,444.0,448,483.0,13568
10719,WA,F,2375.0,67,6,40,11,19.0,327,358.0,331,377.0,16653
156572,CA,M,3092.0,66,13,47,17,25.0,578,644.0,641,720.0,25768
152737,CA,M,2312.0,63,7,44,8,7.0,456,516.0,531,589.0,21372
94307,IL,F,1063.0,0,36,55,9,15.0,269,322.0,304,393.0,13817
129947,CO,F,552.0,1,9,49,20,20.0,194,258.0,262,315.0,10909@
108919,LA,F,629.0,1,2,62,9,15.0,210,277.0,279,327.0,11405
4055,TX,M,1247.0,8,4,62,10,10.0,555,617.0,672,718.0,28285
175907,OR,F,807.0,0,7,51,9,15.0,351,388.0,377,420.0,16532
13188,IN,F,679.0,1,0,91,47,100.0,236,247.0,304,328.0,6997
35181,FL,M,1395.0,28,6,20,20,25.0,471,509.0,580,642.0,28892
53127,TN,M,576.0,0,0,78,17,30.0,216,319.0,295,339.0,17149
88056,IL,F,1355.0,13,9,65,3,5.0,496,567.0,593,670.0,27692
145944,CA,F,2679.0,78,11,55,6,13.0,445,470.0,535,572.0,20693
86640,ND,F,553.0,0,1,76,6,13.0,340,399.0,355,395.0,13167
99673,MO,F,638.0,0,2,84,9,22.0,470,483.0,488,521.0,15490
96000,IL,M,359.0,0,10,53,3,10.0,88,218.0,159,329.0,10543
170256,CA,F,1246.0,13,4,63,7,10.0,264,296.0,339,362.0,11851
20821,NC,M,631.0,1,1,83,12,10.0,286,324.0,333,373.0,13818
189715,CA,F,5708.0,97,19,50,16,25.0,504,708.0,575,854.0,36020
183898,WA,J,429.0,1,1,57,5,3.0,266,302.0,310,343.0,12534
155157,CA,F,955.0,1,7,63,12,12.0,329,332.0,346,359.0,10736
137134,AZ,M,810.0,0,4,8,9,10.0,320,354.0,368,393.0,18361
129602,CO,F,638.0,0,13,22,7,13.0,222,307.0,230,286.0,10909@
182286,WA,male,699.0,0,4,55,15,20.0,262,208.0,301,299.0,12872
138804,AZ,feamale,1239.0,10,4,34,9,10.0,348,365.0,399,428.0,14561
100569,MO,M,2241.0,61,2,42,15,15.0,584,822.0,716,904.0,29643
9287,CA,M,1432.0,18,4,50,7,8.0,420,423.0,453,461.0,14210
104108,MO,F,609.0,0,2,58,11,11.0,263,357.0,301,355.0,13005
1357,MI,F,889.0,0,6,84,10,15.0,328,368.0,391,431.0,13456
10784,WA,male,791.0,0,8,28,4,10.0,565,563.0,566,571.0,20238
140049,NM,F,629.0,2,1,62,9,20.0,170,197.0,214,243.0,7822
170489,CA,F,2128.0,56,3,66,20,20.0,470,472.0,559,567.0,16285
184289,WA,F,645.0,1,9,54,7,10.0,359,376.0,360,381.0,11050
36353,FL,F,1344.0,23,8,1,9,17.0,335,403.0,377,446.0,22233
97689,IL,M,821.0,1,3,57,10,10.0,334,371.0,390,431.0,15694
133229,ID,M,681.0,0,5,48,12,25.0,382,396.0,406,445.0,16011
51845,TN,F,386.0,0,0,83,8,18.0,177,231.0,220,251.0,8524
111485,AR,M,361.0,0,0,52,29,30.0,145,182.0,199,233.0,8563
75331,IA,F,583.0,3,1,78,8,25.0,310,371.0,385,452.0,17243
96448,IL,F,760.0,2,2,78,6,8.0,393,451.0,441,510.0,10909@
88802,IL,M,1711.0,34,11,72,13,25.0,479,542.0,629,683.0,26817
183702,WA,F,700.0,0,7,47,11,10.0,322,415.0,356,446.0,14360
175535,OR,M,904.0,9,2,56,10,20.0,339,446.0,442,510.0,20426
35325,FL,M,833.0,0,8,21,12,30.0,277,350.0,329,387.0,14317
181655,WA,male,957.0,6,6,54,15,50.0,418,417.0,423,438.0,14668
95582,IL,F,607.0,4,3,64,15,21.0,279,371.0,346,442.0,19317
14394,TX,M,631.0,0,10,28,25,10.0,273,278.0,288,294.0,8650
81823,WI,male,470.0,0,1,89,25,45.0,234,355.0,271,365.0,12277
143470,CA,M,4112.0,95,18,50,15,17.0,562,798.0,725,841.0,34677
77048,IA,F,342.0,0,0,59,7,7.0,209,214.0,241,261.0,10728
20962,NC,M,668.0,1,5,30,15,15.0,296,308.0,317,337.0,11490
58725,KY,M,313.0,0,0,87,15,15.0,142,165.0,210,251.0,9665
124104,TX,M,427.0,0,3,64,15,23.0,455,464.0,538,580.0,18517
65136,MI,F,886.0,2,5,83,42,20.0,490,536.0,570,606.0,17633
132558,WY,male,1034.0,0,0,33,15,15.0,511,511.0,656,610.0,30595
82248,MN,M,480.0,0,1,80,5,8.0,157,184.0,214,246.0,9020
38944,FL,M,809.0,0,19,27,16,25.0,303,319.0,342,361.0,11303
47111,AL,Male,453.0,0,0,90,3,5.0,219,264.0,263,299.0,9654
165620,CA,U,1609.0,15,11,60,3,4.0,346,435.0,404,435.0,16568
59561,IN,M,438.0,0,0,75,8,9.0,275,324.0,282,304.0,10632
27423,GA,F,442.0,0,0,78,9,5.0,218,253.0,257,286.0,9399
13484,FL,M,1034.0,1,7,12,15,11.0,488,524.0,515,555.0,19446
133491,ID,M,679.0,1,3,37,46,100.0,298,327.0,332,360.0,10779
63000,IN,,351.0,0,0,79,20,25.0,192,214.0,212,235.0,8757
187284,IA,F,614.0,0,1,69,8,10.0,222,317.0,305,363.0,13840
131423,CO,M,881.0,1,5,33,14,25.0,327,332.0,375,382.0,12204
22942,SC,F,616.0,0,4,51,8,9.0,324,334.0,348,361.0,15746
85579,MN,F,522.0,0,1,64,20,20.0,227,292.0,294,347.0,12849
3009,CA,F,1184.0,0,9,55,9,20.0,324,341.0,352,368.0,13817
105923,KS,F,481.0,0,0,77,5,7.0,322,318.0,359,352.0,10909@
187722,MI,M,1348.0,22,4,65,6,7.0,662,712.0,752,788.0,30766
15566,NC,feamale,683.0,1,1,77,7,10.0,343,398.0,377,441.0,15482
84745,MN,F,604.0,1,1,78,6,7.0,318,338.0,356,376.0,12097
78172,WI,F,1167.0,4,4,71,15,25.0,558,576.0,597,626.0,19797
186334,IN,M,836.0,8,0,78,8,10.0,222,431.0,347,442.0,16007
170767,CA,F,1349.0,1,15,24,12,15.0,370,418.0,436,480.0,23716
149152,CA,M,4507.0,95,17,50,20,20.0,842,1004.0,893,962.0,54642
959,IA,F,586.0,1,1,77,7,10.0,349,413.0,404,465.0,15304
179563,WA,male,842.0,2,41,24,16,23.0,420,419.0,476,494.0,12894
41243,FL,F,556.0,0,2,56,9,12.0,246,277.0,292,330.0,10272
160500,CA,M,1467.0,7,8,61,7,5.0,311,323.0,356,392.0,15108
77605,WI,male,1304.0,13,6,71,10,15.0,465,484.0,595,609.0,23455
190064,Tennessee,F,340.0,0,1,48,10,20.0,149,151.0,173,188.0,6842
138758,AZ,feamale,616.0,0,0,69,14,20.0,403,423.0,406,443.0,14174
8531,MI,M,497.0,0,0,88,6,10.0,275,296.0,343,369.0,12368
27846,GA,,1149.0,14,2,58,23,200.0,420,460.0,469,509.0,17492
22782,SC,M,514.0,3,2,46,10,10.0,205,224.0,226,238.0,8533
66223,MI,M,870.0,3,2,83,9,10.0,319,345.0,357,398.0,15849
189616,CA,M,2680.0,80,13,41,20,35.0,314,506.0,402,517.0,20665
79649,WI,F,556.0,0,6,66,10,15.0,259,275.0,268,258.0,12721
138999,AZ,feamale,624.0,1,3,29,8,10.0,284,326.0,324,355.0,12121
8232,MO,F,322.0,0,0,80,13,10.0,190,240.0,239,302.0,10909@
43020,FL,F,736.0,0,11,6,15,15.0,262,293.0,321,347.0,12780
118862,TX,M,868.0,0,9,49,8,12.0,554,564.0,569,571.0,21200
30104,GA,M,364.0,0,0,89,8,15.0,246,307.0,287,325.0,9720
154614,CA,F,1709.0,26,9,68,15,20.0,511,518.0,527,537.0,15138
57151,KY,F,875.0,0,3,29,15,26.0,311,326.0,326,326.0,7746
71425,MI,M,713.0,0,2,88,6,7.0,300,313.0,323,364.0,16833
127823,TX,F,258.0,0,0,94,5,6.0,64,60.0,93,74.0,4236
150739,CA,U,1951.0,44,10,66,9,12.0,556,578.0,619,625.0,17208
41384,FL,F,556.0,0,16,22,9,12.0,318,358.0,320,352.0,11779
114721,OK,,1040.0,0,2,56,11,15.0,472,609.0,579,656.0,26962
149152,CA,M,4507.0,95,17,50,20,20.0,842,1004.0,893,962.0,54642
959,IA,F,586.0,1,1,77,7,10.0,349,413.0,404,465.0,15304
179563,WA,male,842.0,2,41,24,16,23.0,420,419.0,476,494.0,12894
41243,FL,F,556.0,0,2,56,9,12.0,246,277.0,292,330.0,10272
190579,CA,M,3200.0,83,31,32,3,4.0,310,311.0,333,343.0,17224
42997,FL,F,1567.0,27,4,10,6,7.0,392,391.0,434,409.0,18631
132896,OR,F,953.0,1,3,45,15,25.0,319,379.0,387,455.0,15729
120189,TX,M,492.0,3,0,92,19,25.0,244,260.0,284,301.0,10818
138829,AZ,feamale,847.0,0,3,20,11,25.0,185,238.0,225,308.0,11582
167462,CA,M,2645.0,87,26,46,8,15.0,644,655.0,682,697.0,20782
160401,CA,F,1952.0,48,6,55,13,13.0,335,365.0,367,398.0,15290
174934,OR,F,1305.0,19,7,40,7,5.0,391,456.0,448,471.0,19716
2020,CA,F,3556.0,98,9,55,7,7.0,735,701.0,838,805.0,34382
74235,MI,M,473.0,1,0,94,13,26.0,327,338.0,348,363.0,12580
167039,CA,,3201.0,92,9,72,5,5.0,497,552.0,539,591.0,19656
165509,CA,M,2213.0,77,7,62,4,10.0,447,447.0,491,491.0,16702
151653,CA,,1455.0,7,19,39,6,10.0,376,417.0,393,426.0,14860
100132,MO,F,393.0,0,0,71,10,15.0,216,258.0,258,301.0,10107
161726,CA,F,2453.0,86,16,45,5,7.0,438,451.0,436,475.0,15707
125986,TX,M,533.0,1,3,75,13,17.0,246,276.0,287,308.0,10096
185394,MI,F,647.0,0,7,80,8,5.0,285,317.0,300,338.0,12910
43799,FL,F,1044.0,15,8,35,13,20.0,366,318.0,458,499.0,22427
185464,KY,M,702.0,0,9,23,11,15.0,308,348.0,337,397.0,14670
125325,TX,M,852.0,1,4,46,14,20.0,516,540.0,535,556.0,16206
112679,OK,M,1045.0,1,3,48,15,20.0,528,538.0,604,618.0,19402
2415,CA,F,5501.0,98,33,36,17,25.0,817,924.0,870,958.0,41734
166866,CA,F,3921.0,96,7,50,10,12.5,754,804.0,799,835.0,33998
4211,TX,F,919.0,10,4,63,17,25.0,425,562.0,558,697.0,25784
182395,WA,F,755.0,2,9,39,16,10.0,210,315.0,244,313.0,11983
188178,NV,F,1383.0,14,8,8,7,8.0,410,464.0,499,562.0,22875
147835,CA,F,3694.0,97,25,41,32,20.0,421,611.0,601,666.0,28021
5532,MD,M,1690.0,29,4,30,9,15.0,598,655.0,653,700.0,24959
128857,TX,M,438.0,0,23,47,26,15.0,213,213.0,265,264.0,7722
40058,FL,F,1187.0,12,12,11,11,25.0,400,448.0,438,469.0,21608
179377,WA,,1617.0,29,4,59,7,10.0,398,414.0,457,490.0,14123
166207,CA,M,1367.0,4,2,57,6,9.0,342,329.0,359,355.0,14197
124227,TX,U,267.0,0,0,69,13,25.0,121,72.0,169,94.0,4567
7173,TN,F,854.0,0,0,58,17,32.0,321,389.0,372,427.0,16171
85152,MN,M,493.0,1,1,87,12,10.0,244,311.0,314,395.0,12517
32807,FL,M,700.0,0,9,44,5,5.0,327,360.0,355,375.0,11551
268,FL,F,1765.0,44,14,8,22,33.0,327,465.0,442,562.0,27674
109514,LA,M,0.0,0,0,0,5,6.0,0,0.0,0,0.0,0
181644,WA,F,929.0,8,5,47,8,12.0,327,369.0,314,352.0,12995
62585,NC,feamale,581.0,1,0,90,14,25.0,231,267.0,288,332.0,11794
163354,CA,F,4313.0,98,16,54,11,10.0,748,783.0,752,811.0,27850
98672,IL,M,470.0,0,1,91,4,5.0,274,313.0,282,337.0,11192
190614,CO,F,1159.0,0,6,28,6,3.0,572,557.0,574,561.0,17337
155607,CA,F,3152.0,81,10,45,34,38.0,853,891.0,908,950.0,35415
161804,CA,M,1137.0,5,27,54,9,5.0,348,362.0,425,444.0,11621
11348,FL,M,912.0,8,6,14,12,5.0,313,370.0,379,442.0,18554
111380,AR,M,332.0,0,0,84,7,10.0,219,257.0,261,296.0,9763
86578,ND,M,247.0,0,1,87,5,15.0,195,220.0,231,259.0,8189
157904,CA,F,2190.0,63,16,43,6,6.0,611,655.0,669,709.0,23641
140924,NV,M,1117.0,3,6,28,6,7.0,461,461.0,461,450.0,16614
32972,FL,F,814.0,1,3,46,10,12.0,268,282.0,298,312.0,10427
149541,CA,F,1814.0,27,40,43,10,10.0,328,418.0,380,410.0,10846
182604,WA,F,403.0,0,8,63,20,15.0,195,288.0,237,365.0,11859
103876,MO,F,613.0,0,2,64,10,20.0,264,323.0,300,357.0,12334
65999,MI,M,2712.0,81,13,44,18,25.0,1022,1144.0,989,1079.0,49631
104394,KS,F,958.0,8,3,45,7,10.0,467,499.0,525,582.0,18211
117524,TN,F,1129.0,12,8,43,20,25.0,332,445.0,429,537.0,22706
147904,CA,F,4984.0,98,24,41,12,50.0,630,702.0,734,777.0,27747
105815,KS,M,452.0,0,4,62,14,20.0,270,300.0,297,324.0,11198
31778,FL,M,986.0,11,2,26,20,25.0,485,495.0,530,539.0,18013
112084,AR,M,655.0,3,1,31,14,14.0,215,247.0,267,305.0,12067
58850,KY,M,459.0,0,0,81,3,6.0,133,195.0,237,258.0,13898
185901,TX,M,674.0,2,0,57,5,10.0,317,402.0,458,553.0,19769
134566,UT,F,728.0,2,2,54,10,10.0,265,304.0,315,339.0,8896
185819,CA,M,4153.0,91,13,41,12,13.0,580,886.0,640,891.0,35520
3985,TX,F,348.0,0,3,87,10,12.0,197,223.0,239,265.0,7978
23321,SC,F,869.0,4,0,68,7,10.0,426,505.0,465,511.0,17534
158978,CA,M,1876.0,24,25,46,10,15.0,393,404.0,419,450.0,11692
14388,FL,M,865.0,3,7,21,6,10.0,341,387.0,392,432.0,15630
12779,CA,M,666.0,1,14,47,8,10.0,213,253.0,268,288.0,8943
39667,FL,M,809.0,8,10,32,13,15.0,358,389.0,411,446.0,16099
163731,CA,M,4763.0,97,26,42,9,11.0,502,534.0,551,609.0,24002
156457,CA,F,0.0,0,0,0,15,25.0,0,0.0,0,0.0,0
100369,MO,F,987.0,1,2,76,28,28.0,296,354.0,344,412.0,17097
46201,FL,M,2444.0,70,8,33,15,15.0,729,780.0,737,782.0,28668
118182,TX,M,503.0,1,1,71,4,5.0,213,255.0,262,292.0,9495
67,NM,F,1004.0,0,2,32,5,5.0,189,247.0,236,313.0,12667
116951,TX,F,1565.0,0,9,27,6,6.0,717,780.0,704,784.0,27276
160032,CA,F,872.0,0,7,62,20,25.0,294,307.0,343,356.0,12433
60694,IN,F,501.0,2,2,61,20,25.0,305,374.0,354,399.0,13073
80387,WI,F,331.0,0,2,90,4,5.0,154,237.0,217,273.0,10270
158143,CA,M,620.0,1,2,60,12,16.0,236,270.0,279,309.0,10406
25277,SC,M,747.0,0,1,35,15,17.0,369,457.0,396,488.0,18371
179454,WA,F,936.0,1,22,48,9,20.0,237,304.0,257,308.0,9875
145899,NC,feamale,1491.0,22,1,42,14,20.0,396,489.0,472,566.0,26286
183790,WA,F,756.0,6,1,57,8,14.0,333,372.0,391,430.0,14127
119538,TX,F,487.0,0,17,59,9,16.0,217,222.0,247,262.0,10468
24991,SC,M,651.0,1,1,73,7,11.0,310,345.0,337,382.0,12428
113501,OK,F,693.0,0,3,54,5,5.0,404,479.0,439,486.0,16698
185353,CA,F,1063.0,10,26,38,3,3.0,150,148.0,206,223.0,6871
72308,MI,F,609.0,0,2,87,19,46.0,403,424.0,422,466.0,14455
110519,LA,M,732.0,0,1,71,10,17.0,366,374.0,432,459.0,16287
124193,TX,U,439.0,0,1,72,5,6.0,268,301.0,307,341.0,10164
181526,WA,F,871.0,2,2,51,9,13.0,339,355.0,363,384.0,11889
2796,AK,Male,682.0,3,3,29,15,25.0,374,423.0,416,469.0,17213
67954,MI,F,313.0,0,1,76,16,35.0,159,256.0,220,274.0,7661
93809,IL,M,1059.0,0,15,75,7,10.0,334,513.0,392,528.0,17632
109520,LA,M,687.0,0,0,79,9,15.0,257,310.0,291,328.0,10271
76051,IA,M,397.0,0,2,20,14,20.0,248,270.0,296,313.0,10348
145521,CA,F,2516.0,80,15,40,13,16.0,595,649.0,641,691.0,22684
87533,MT,feamale,747.0,3,1,54,11,5.0,289,318.0,347,387.0,14744
82026,WI,F,506.0,0,0,81,8,12.0,270,323.0,326,346.0,12940
97055,IL,F,412.0,0,0,84,9,22.0,311,354.0,342,380.0,13227
74701,MI,,360.0,1,1,70,9,20.0,206,239.0,233,267.0,9463
183374,WA,male,423.0,1,24,43,4,10.0,208,229.0,261,296.0,9445
28565,GA,F,745.0,1,17,39,5,7.0,304,275.0,353,342.0,14465
139628,NM,M,691.0,0,1,46,17,20.0,284,294.0,319,337.0,11852
113686,OK,J,657.0,0,5,34,10,15.0,358,366.0,357,366.0,10889
123862,TX,F,978.0,1,7,43,4,3.0,428,559.0,475,609.0,23102
151629,CA,F,1586.0,10,12,32,9,15.0,308,321.0,337,369.0,11913
5404,LA,U,587.0,0,0,75,17,10.0,291,302.0,317,331.0,10789
150516,CA,F,3304.0,82,42,37,24,25.0,567,614.0,629,669.0,21745
31911,VA,F,800.0,1,0,63,4,5.0,294,358.0,333,376.0,13480
2379,MI,M,1596.0,31,3,71,10,10.0,549,603.0,631,672.0,23345
151455,CA,,2105.0,55,47,36,15,20.0,301,314.0,372,395.0,13279
90499,IL,F,1480.0,25,16,51,7,10.0,560,684.0,635,718.0,22088
177307,OR,F,585.0,1,4,42,9,10.0,216,266.0,255,292.0,10423
65423,MI,F,1033.0,0,5,72,10,10.0,488,611.0,565,651.0,22157
95800,IL,M,340.0,0,5,58,10,20.0,147,178.0,217,252.0,7173
91965,IL,,1708.0,11,21,70,12,16.0,342,413.0,374,455.0,21795
104721,KS,F,1419.0,13,1,29,7,10.0,694,698.0,766,777.0,25024
165177,CA,F,2698.0,89,27,49,10,5.0,563,593.0,572,599.0,18228
156929,CA,U,2688.0,88,5,37,8,15.0,306,367.0,418,449.0,24944
52549,TN,M,556.0,1,0,81,13,30.0,202,346.0,270,389.0,14382
51706,TN,M,972.0,16,0,71,11,15.0,193,278.0,281,318.0,8716
117969,TX,F,498.0,0,1,62,7,9.0,227,278.0,282,315.0,10907
2235,FL,M,878.0,10,4,6,10,12.0,285,331.0,349,410.0,16534
161023,CA,M,883.0,1,8,59,14,20.0,281,333.0,315,362.0,11791
139887,NM,F,670.0,2,2,52,11,20.0,231,287.0,282,290.0,9443
186212,NM,M,589.0,0,5,45,8,7.0,270,317.0,292,325.0,10889
162759,CA,F,2620.0,82,48,36,14,18.0,481,490.0,519,523.0,16047
95654,IL,M,677.0,0,2,71,10,20.0,426,466.0,442,489.0,18718
101774,MO,F,464.0,0,1,64,8,8.0,164,257.0,224,285.0,9685
21710,NC,M,600.0,1,2,64,9,10.0,257,308.0,292,349.0,12433
